20	699
20,05	2514
20,1	2460
20,15	2429
20,2	2367
20,25	2422
20,3	2405
20,35	2403
20,4	2361
20,45	2366
20,5	2393
20,55	2298
20,6	2280
20,65	2340
20,7	2276
20,75	2371
20,8	2303
20,85	2245
20,9	2301
20,95	2322
21	2333
21,05	2321
21,1	2368
21,15	2265
21,2	2303
21,25	2350
21,3	2237
21,35	2319
21,4	2216
21,45	2304
21,5	2362
21,55	2308
21,6	2163
21,65	2145
21,7	2223
21,75	2152
21,8	2235
21,85	2252
21,9	2182
21,95	2255
22	2147
22,05	2189
22,1	2167
22,15	2209
22,2	2276
22,25	2148
22,3	2135
22,35	2174
22,4	2103
22,45	2213
22,5	2140
22,55	2105
22,6	2115
22,65	2170
22,7	2147
22,75	2129
22,8	2160
22,85	2221
22,9	2041
22,95	2070
23	2161
23,05	2150
23,1	2150
23,15	2006
23,2	2119
23,25	2131
23,3	2076
23,35	2084
23,4	2024
23,45	2110
23,5	2134
23,55	2024
23,6	2056
23,65	2089
23,7	2071
23,75	2023
23,8	2017
23,85	2004
23,9	2116
23,95	1904
24	2054
24,05	2025
24,1	1940
24,15	1983
24,2	2093
24,25	1985
24,3	1959
24,35	1919
24,4	1916
24,45	2035
24,5	2002
24,55	1976
24,6	1920
24,65	1954
24,7	1921
24,75	1976
24,8	1933
24,85	2028
24,9	1990
24,95	1961
25	1981
25,05	1901
25,1	1926
25,15	1960
25,2	1822
25,25	1893
25,3	1946
25,35	1890
25,4	1838
25,45	1888
25,5	1848
25,55	1863
25,6	1933
25,65	1881
25,7	1839
25,75	1952
25,8	1952
25,85	1910
25,9	1972
25,95	1807
26	1879
26,05	1885
26,1	1804
26,15	1805
26,2	1815
26,25	1800
26,3	1858
26,35	1798
26,4	1867
26,45	1789
26,5	1827
26,55	1785
26,6	1797
26,65	1802
26,7	1867
26,75	1753
26,8	1813
26,85	1777
26,9	1748
26,95	1862
27	1736
27,05	1853
27,1	1789
27,15	1778
27,2	1807
27,25	1748
27,3	1758
27,35	1777
27,4	1728
27,45	1707
27,5	1733
27,55	1674
27,6	1675
27,65	1743
27,7	1743
27,75	1706
27,8	1677
27,85	1687
27,9	1710
27,95	1689
28	1777
28,05	1746
28,1	1664
28,15	1656
28,2	1726
28,25	1690
28,3	1671
28,35	1698
28,4	1623
28,45	1680
28,5	1655
28,55	1642
28,6	1662
28,65	1728
28,7	1698
28,75	1698
28,8	1576
28,85	1648
28,9	1613
28,95	1595
29	1620
29,05	1516
29,1	1536
29,15	1655
29,2	1591
29,25	1692
29,3	1633
29,35	1617
29,4	1613
29,45	1562
29,5	1620
29,55	1556
29,6	1600
29,65	1625
29,7	1595
29,75	1586
29,8	1565
29,85	1598
29,9	1614
29,95	1533
30	1537
30,05	1550
30,1	1555
30,15	1562
30,2	1584
30,25	1571
30,3	1558
30,35	1590
30,4	1591
30,45	1543
30,5	1570
30,55	1541
30,6	1514
30,65	1577
30,7	1488
30,75	1552
30,8	1481
30,85	1474
30,9	1574
30,95	1522
31	1512
31,05	1483
31,1	1490
31,15	1537
31,2	1535
31,25	1540
31,3	1535
31,35	1459
31,4	1482
31,45	1552
31,5	1427
31,55	1569
31,6	1513
31,65	1466
31,7	1445
31,75	1442
31,8	1437
31,85	1524
31,9	1547
31,95	1470
32	1423
32,05	1454
32,1	1489
32,15	1555
32,2	1549
32,25	1646
32,3	1741
32,35	1894
32,4	1969
32,45	1879
32,5	1831
32,55	1702
32,6	1554
32,65	1466
32,7	1408
32,75	1431
32,8	1375
32,85	1430
32,9	1433
32,95	1401
33	1440
33,05	1425
33,1	1440
33,15	1407
33,2	1386
33,25	1416
33,3	1430
33,35	1369
33,4	1413
33,45	1388
33,5	1421
33,55	1429
33,6	1332
33,65	1345
33,7	1356
33,75	1485
33,8	1407
33,85	1410
33,9	1309
33,95	1337
34	1304
34,05	1364
34,1	1308
34,15	1369
34,2	1349
34,25	1386
34,3	1414
34,35	1365
34,4	1430
34,45	1458
34,5	1450
34,55	1542
34,6	1718
34,65	1829
34,7	1946
34,75	1827
34,8	1668
34,85	1513
34,9	1421
34,95	1406
35	1361
35,05	1363
35,1	1382
35,15	1274
35,2	1318
35,25	1365
35,3	1542
35,35	1767
35,4	1966
35,45	1951
35,5	1788
35,55	1522
35,6	1446
35,65	1278
35,7	1271
35,75	1297
35,8	1277
35,85	1229
35,9	1376
35,95	1368
36	1382
36,05	1343
36,1	1328
36,15	1264
36,2	1362
36,25	1336
36,3	1320
36,35	1247
36,4	1199
36,45	1302
36,5	1314
36,55	1284
36,6	1267
36,65	1277
36,7	1253
36,75	1293
36,8	1284
36,85	1324
36,9	1260
36,95	1295
37	1391
37,05	1436
37,1	1558
37,15	1687
37,2	1760
37,25	1831
37,3	1806
37,35	1878
37,4	1850
37,45	1943
37,5	1826
37,55	1924
37,6	1984
37,65	2034
37,7	2076
37,75	2039
37,8	2204
37,85	2214
37,9	2388
37,95	2561
38	2849
38,05	3288
38,1	3798
38,15	4703
38,2	6434
38,25	10257
38,3	18922
38,35	35143
38,4	58078
38,45	20788
38,5	6434
38,55	10257
38,6	22700
38,65	35143
38,7	41698
38,75	24191
38,8	4556
38,85	9113
38,9	6439
38,95	4640
39	3965
39,05	3257
39,1	2990
39,15	2626
39,2	2520
39,25	2364
39,3	2182
39,35	2107
39,4	2114
39,45	1978
39,5	2026
39,55	2061
39,6	2107
39,65	2140
39,7	2317
39,75	2763
39,8	3812
39,85	5879
39,9	8739
39,95	10927
40	10705
40,05	8899
40,1	6348
40,15	3916
40,2	2646
40,25	1943
40,3	1697
40,35	1618
40,4	1493
40,45	1588
40,5	1527
40,55	1443
40,6	1434
40,65	1389
40,7	1416
40,75	1367
40,8	1420
40,85	1408
40,9	1409
40,95	1368
41	1339
41,05	1353
41,1	1323
41,15	1335
41,2	1338
41,25	1272
41,3	1315
41,35	1331
41,4	1368
41,45	1313
41,5	1326
41,55	1314
41,6	1242
41,65	1265
41,7	1337
41,75	1398
41,8	1408
41,85	1618
41,9	1746
41,95	1773
42	1666
42,05	1493
42,1	1365
42,15	1227
42,2	1181
42,25	1231
42,3	1132
42,35	1243
42,4	1156
42,45	1193
42,5	1191
42,55	1186
42,6	1203
42,65	1212
42,7	1123
42,75	1219
42,8	1174
42,85	1158
42,9	1169
42,95	1151
43	1184
43,05	1137
43,1	1183
43,15	1206
43,2	1109
43,25	1165
43,3	1141
43,35	1164
43,4	1182
43,45	1197
43,5	1146
43,55	1294
43,6	1398
43,65	1458
43,7	1357
43,75	1235
43,8	1072
43,85	1142
43,9	1034
43,95	1131
44	1110
44,05	1116
44,1	1014
44,15	1101
44,2	1040
44,25	1061
44,3	1098
44,35	1059
44,4	1112
44,45	1064
44,5	1059
44,55	1068
44,6	1093
44,65	1065
44,7	1074
44,75	1122
44,8	1077
44,85	998
44,9	1050
44,95	1064
45	1038
45,05	1140
45,1	1000
45,15	1061
45,2	1081
45,25	1123
45,3	1021
45,35	1037
45,4	1015
45,45	993
45,5	929
45,55	1029
45,6	961
45,65	1001
45,7	1016
45,75	983
45,8	1043
45,85	1030
45,9	965
45,95	1033
46	1002
46,05	993
46,1	993
46,15	1019
46,2	1090
46,25	1100
46,3	1005
46,35	1103
46,4	1087
46,45	1082
46,5	1045
46,55	998
46,6	1039
46,65	1018
46,7	981
46,75	959
46,8	979
46,85	996
46,9	993
46,95	916
47	873
47,05	974
47,1	941
47,15	953
47,2	884
47,25	892
47,3	987
47,35	918
47,4	926
47,45	888
47,5	851
47,55	948
47,6	868
47,65	913
47,7	897
47,75	892
47,8	907
47,85	893
47,9	885
47,95	918
48	954
48,05	877
48,1	903
48,15	910
48,2	876
48,25	908
48,3	865
48,35	869
48,4	862
48,45	847
48,5	856
48,55	802
48,6	865
48,65	846
48,7	842
48,75	894
48,8	814
48,85	849
48,9	831
48,95	778
49	837
49,05	816
49,1	907
49,15	846
49,2	803
49,25	855
49,3	825
49,35	862
49,4	853
49,45	870
49,5	827
49,55	830
49,6	818
49,65	852
49,7	785
49,75	799
49,8	813
49,85	825
49,9	786
49,95	779
50	781
50,05	832
50,1	831
50,15	766
50,2	801
50,25	847
50,3	812
50,35	810
50,4	826
50,45	780
50,5	732
50,55	819
50,6	770
50,65	764
50,7	827
50,75	763
50,8	741
50,85	782
50,9	790
50,95	770
51	749
51,05	759
51,1	790
51,15	772
51,2	785
51,25	783
51,3	728
51,35	789
51,4	772
51,45	743
51,5	763
51,55	768
51,6	735
51,65	752
51,7	726
51,75	777
51,8	754
51,85	775
51,9	773
51,95	760
52	752
52,05	736
52,1	755
52,15	720
52,2	769
52,25	746
52,3	790
52,35	691
52,4	760
52,45	757
52,5	731
52,55	702
52,6	758
52,65	749
52,7	841
52,75	880
52,8	780
52,85	805
52,9	769
52,95	783
53	763
53,05	686
53,1	731
53,15	732
53,2	710
53,25	728
53,3	753
53,35	666
53,4	714
53,45	716
53,5	687
53,55	700
53,6	717
53,65	729
53,7	688
53,75	720
53,8	679
53,85	672
53,9	677
53,95	699
54	719
54,05	691
54,1	668
54,15	685
54,2	689
54,25	668
54,3	663
54,35	654
54,4	697
54,45	681
54,5	679
54,55	673
54,6	716
54,65	714
54,7	653
54,75	671
54,8	664
54,85	669
54,9	646
54,95	694
55	687
55,05	654
55,1	662
55,15	692
55,2	638
55,25	732
55,3	635
55,35	654
55,4	609
55,45	709
55,5	718
55,55	620
55,6	673
55,65	654
55,7	689
55,75	685
55,8	678
55,85	641
55,9	644
55,95	638
56	691
56,05	668
56,1	628
56,15	702
56,2	657
56,25	646
56,3	594
56,35	639
56,4	610
56,45	626
56,5	660
56,55	629
56,6	577
56,65	663
56,7	658
56,75	700
56,8	609
56,85	636
56,9	675
56,95	637
57	657
57,05	673
57,1	658
57,15	635
57,2	636
57,25	653
57,3	679
57,35	664
57,4	663
57,45	728
57,5	775
57,55	770
57,6	881
57,65	1019
57,7	1231
57,75	1301
57,8	1139
57,85	1038
57,9	954
57,95	852
58	753
58,05	685
58,1	624
58,15	602
58,2	606
58,25	620
58,3	616
58,35	603
58,4	619
58,45	635
58,5	603
58,55	621
58,6	592
58,65	613
58,7	690
58,75	590
58,8	602
58,85	633
58,9	566
58,95	614
59	550
